66,132,21.3051636364,2,1
63,143,25.3310826909,3,0
71,216,30.1256112676,4,1
74,187,24.0091608473,2,1
73,165,21.7689277538,2,0
71,172,23.9889126761,2,1
64,134,23.0008382812,2,0
69,176,25.9904201638,3,0
66,154,24.8560242424,2,0
71,165,23.0126197183,2,1
70,154,22.0964982857,2,0
68,187,28.4329941176,3,1
65,121,20.1352706272,2,1
66,143,23.0805939394,2,1
71,176,24.5467943662,2,1
66,121,19.5297333333,2,1
65,119,19.8024562367,2,0
66,154,24.8560242424,2,0
72,154,20.8859648148,2,1
66,141,22.7577884298,2,1
62,103,18.838775026,2,1
73,194,25.5949817226,3,1
66,123,19.852538843,2,1
64,110,18.8812851562,2,1
72,180,24.4121666667,2,1
69,121,17.8684138626,1,1
66,152,24.5332187328,2,1
64,150,25.7472070312,3,1
69,132,19.4928151229,2,0
75,198,24.74807808,2,0
78,198,22.8809893491,2,1
69,141,20.8218706994,2,1
66,150,24.2104132231,2,0
67,161,25.2159354867,3,0
67,139,21.7702797059,2,1
66,132,21.3051636364,2,1
66,143,23.0805939394,2,1
68,141,21.4387816609,2,0
68,139,21.1346854671,2,1
69,154,22.7416176434,2,1
62,101,18.4729735692,1,1
67,132,20.6739346848,2,1
70,176,25.253140898,3,1
64,150,25.7472070312,3,0
62,121,22.1309881374,2,1
62,110,20.1190801249,2,1
66,132,21.3051636364,2,1
71,143,19.9442704225,2,1
71,139,19.3863887324,2,0
68,158,24.023599308,2,1
66,110,17.7543030303,1,1
64,121,20.7694136719,2,1
59,103,20.8032896294,2,1
62,125,22.862591051,2,1
64,154,26.4337992187,3,1
69,176,25.9904201638,3,1
66,121,19.5297333333,2,0
69,147,21.7079077505,2,0
66,132,21.3051636364,2,1
63,117,20.7254312925,2,1
69,152,22.4462719597,2,0
69,163,24.0706732199,2,1
64,110,18.8812851562,2,0
73,200,26.3865790955,3,0
75,176,21.9982916267,2,0
73,216,28.4975054232,3,0
65,136,22.6313785562,2,1
65,125,20.8008994083,2,1
74,198,25.4214644266,3,0
73,183,24.1437198724,2,0
64,112,19.22458125,2,1
64,143,24.5456707031,2,0
74,202,25.9350293645,3,0
68,139,21.1346854671,2,1
69,150,22.150926276,2,1
62,110,20.1190801249,2,0
70,172,24.6792058776,2,0
65,125,20.8008994083,2,0
70,165,23.6748195918,2,1
72,150,20.3434722222,2,1
63,121,21.4339930461,2,1
62,110,20.1190801249,2,1
69,150,22.150926276,2,1
66,143,23.0805939394,2,1
65,121,20.1352706272,2,0
62,132,24.1428961498,2,1
67,114,17.8547617732,1,1
72,161,21.8353268519,2,0
66,132,21.3051636364,2,1
71,167,23.2915605634,2,0
64,106,18.1946929687,1,1
62,110,20.1190801249,2,1
62,117,21.3993852237,2,1
73,139,18.3386724714,1,1
64,132,22.6575421875,2,1
72,154,20.8859648148,2,1
68,143,21.7428778547,2,1
71,165,23.0126197183,2,0
66,143,23.0805939394,2,1
74,167,21.4413361578,2,0
63,130,23.0282569917,2,1
72,158,21.4284574074,2,0
70,136,19.5137906939,2,1
65,110,18.3047914793,1,0
65,110,18.3047914793,1,0
69,165,24.3660189036,2,1
68,154,23.4154069204,2,0
69,147,21.7079077505,2,1
68,158,24.023599308,2,0
66,132,21.3051636364,2,1
66,123,19.852538843,2,0
62,154,28.1667121748,3,1
68,117,17.7896273356,1,0
68,147,22.3510702422,2,0
66,128,20.6595526171,2,0
66,128,20.6595526171,2,1
65,121,20.1352706272,2,1
65,141,23.4634145325,2,0
66,132,21.3051636364,2,1
66,132,21.3051636364,2,0
69,143,21.1172163831,2,0
64,108,18.5379890625,2,1
67,150,23.4931075963,2,0
64,110,18.8812851562,2,0
68,165,25.0879359862,3,1
64,132,22.6575421875,2,1
62,143,26.1548041623,3,1
70,176,25.253140898,3,1
66,198,31.9577454545,4,0
65,97,16.1414979408,1,1
64,128,21.97095,2,1
64,110,18.8812851562,2,0
70,194,27.8358484898,3,0
67,132,20.6739346848,2,0
65,123,20.4680850178,2,1
67,152,23.806349031,2,1
62,117,21.3993852237,2,0
64,114,19.5678773437,2,1
66,121,19.5297333333,2,0
70,167,23.961787102,2,1
64,147,25.2322628906,3,1
60,132,25.779248,3,1
63,125,22.1425547997,2,1
72,172,23.3271814815,2,1
66,123,19.852538843,2,1
67,132,20.6739346848,2,1
64,121,20.7694136719,2,1
68,154,23.4154069204,2,0
64,128,21.97095,2,1
60,106,20.7015173333,2,0
66,108,17.4314975207,1,1
66,147,23.7262049587,2,0
69,180,26.5811115312,3,1
61,106,20.0283424886,2,1
68,128,19.4621564014,2,1
71,136,18.9679774648,2,0
66,114,18.3999140496,1,0
67,110,17.228278904,1,1
61,101,19.0836093523,2,0
63,101,17.8911842782,1,1
76,183,22.2752567867,2,0
65,128,21.3001209941,2,1
69,163,24.0706732199,2,0
73,172,22.6924580221,2,0
66,117,18.884122314,2,0
70,176,25.253140898,3,1
63,121,21.4339930461,2,0
74,180,23.110422206,2,0
67,161,25.2159354867,3,1
67,125,19.5775896636,2,1
64,141,24.2023746094,2,0
66,110,17.7543030303,1,1
64,123,21.1127097656,2,1
64,150,25.7472070312,3,0
72,172,23.3271814815,2,0
64,132,22.6575421875,2,1
66,110,17.7543030303,1,1
70,132,18.9398556735,2,1
74,183,23.4955959094,2,0
66,117,18.884122314,2,1
70,143,20.5181769796,2,1
69,154,22.7416176434,2,0
72,165,22.3778194444,2,1
66,128,20.6595526171,2,1
69,163,24.0706732199,2,0
67,136,21.300417554,2,0
72,163,22.1065731481,2,0
68,136,20.6785411765,2,1
61,125,23.6183284063,2,1
64,125,21.4560058594,2,0
67,132,20.6739346848,2,0
72,187,25.3615287037,3,1
66,143,23.0805939394,2,0
72,180,24.4121666667,2,0
66,128,20.6595526171,2,1
68,132,20.0703487889,2,0
66,125,20.1753443526,2,0
66,114,18.3999140496,1,1
76,187,22.7621476454,2,1
69,154,22.7416176434,2,1
69,169,24.956710271,2,1
79,176,19.8270133632,2,1
65,112,18.6376058698,2,0
64,108,18.5379890625,2,1
66,117,18.884122314,2,1
65,139,23.130600142,2,1
72,189,25.632775,3,0
74,187,24.0091608473,2,0
70,165,23.6748195918,2,0
68,167,25.3920321799,3,0
74,213,27.3473329438,3,1
67,141,22.0835211406,2,1
74,194,24.9078994887,2,1
69,128,18.9021237555,2,0
66,143,23.0805939394,2,1
69,172,25.3997287965,3,0
62,95,17.3755691988,1,1
68,165,25.0879359862,3,1
67,143,22.3967625752,2,0
64,121,20.7694136719,2,1
64,143,24.5456707031,2,0
66,114,18.3999140496,1,1
67,145,22.7100040098,2,0
71,194,27.0572619718,3,1
67,114,17.8547617732,1,0
74,191,24.5227257852,2,1
70,132,18.9398556735,2,0
66,132,21.3051636364,2,0
66,117,18.884122314,2,1
72,143,19.3941101852,2,0
66,121,19.5297333333,2,1
76,209,25.4400473684,3,0
73,161,21.2411961719,2,0
63,128,22.6739761149,2,0
71,165,23.0126197183,2,0
71,143,19.9442704225,2,1
63,163,28.8738914588,3,0
68,154,23.4154069204,2,1
67,136,21.300417554,2,0
64,110,18.8812851562,2,1
63,132,23.3825378685,2,0
67,132,20.6739346848,2,1
60,147,28.708708,3,1
67,139,21.7702797059,2,1
67,205,32.1072470483,4,0
67,145,22.7100040098,2,1
61,106,20.0283424886,2,1
67,117,18.3246239252,1,1
70,169,24.2487546122,2,1
65,147,24.4618577041,2,1
62,141,25.7890027055,3,1
68,123,18.701915917,2,0
75,165,20.6233984,2,1
64,114,19.5678773437,2,0
68,154,23.4154069204,2,1
63,114,20.1940099773,2,1
74,169,21.6981186267,2,0
66,121,19.5297333333,2,1
67,110,17.228278904,1,1
64,132,22.6575421875,2,0
67,169,26.4689012252,3,0
73,180,23.747921186,2,0
65,132,21.9657497751,2,1
67,147,23.0232454444,2,0
64,165,28.3219277344,3,1
63,143,25.3310826909,3,0
72,154,20.8859648148,2,1
62,121,22.1309881374,2,0
70,154,22.0964982857,2,0
66,132,21.3051636364,2,1
64,106,18.1946929687,1,1
68,141,21.4387816609,2,0
71,139,19.3863887324,2,1
66,136,21.9507746556,2,0
67,152,23.806349031,2,1
73,161,21.2411961719,2,0
64,154,26.4337992187,3,1
66,110,17.7543030303,1,0
66,143,23.0805939394,2,1
68,154,23.4154069204,2,0
67,132,20.6739346848,2,1
67,132,20.6739346848,2,0
73,169,22.2966593357,2,0
66,121,19.5297333333,2,1
64,139,23.8590785156,2,1
71,244,34.0307830986,4,0
66,165,26.6314545455,3,1
68,132,20.0703487889,2,0
63,106,18.7768864701,2,1
68,128,19.4621564014,2,1
62,108,19.7532786681,2,0
64,125,21.4560058594,2,1
66,139,22.4349829201,2,0
66,123,19.852538843,2,1
64,147,25.2322628906,3,1
65,132,21.9657497751,2,0
73,187,24.6714514543,2,1
73,143,18.8664040533,2,0
64,165,28.3219277344,3,0
69,161,23.7753275362,2,1
66,165,26.6314545455,3,1
62,112,20.4848815817,2,0
68,141,21.4387816609,2,0
68,189,28.7370903114,3,0
73,216,28.4975054232,3,0
71,185,25.802028169,3,0
62,114,20.8506830385,2,1
75,200,24.9980586667,2,0
75,189,23.62316544,2,0
74,185,23.7523783784,2,0
73,172,22.6924580221,2,1
68,141,21.4387816609,2,1
66,117,18.884122314,2,1
66,154,24.8560242424,2,0
67,136,21.300417554,2,0
66,136,21.9507746556,2,0
72,143,19.3941101852,2,0
64,121,20.7694136719,2,1
73,176,23.2201896041,2,0
75,183,22.87322368,2,0
69,154,22.7416176434,2,0
62,110,20.1190801249,2,1
69,176,25.9904201638,3,1
75,205,25.6230101333,3,1
74,209,26.8337680058,3,0
72,154,20.8859648148,2,0
67,158,24.7460733348,2,0
67,132,20.6739346848,2,0
64,117,20.0828214844,2,1
72,174,23.5984277778,2,1
69,167,24.6613645873,2,1
70,198,28.4097835102,3,1
71,180,25.1046760563,3,0
70,139,19.9442419592,2,1
66,154,24.8560242424,2,0
69,176,25.9904201638,3,0
62,106,19.3874772112,2,0
68,132,20.0703487889,2,0
73,178,23.484055395,2,1
72,176,23.8696740741,2,0
63,110,19.4854482237,2,0
66,110,17.7543030303,1,1
64,125,21.4560058594,2,1
75,169,21.1233595733,2,0
70,167,23.961787102,2,0
73,194,25.5949817226,3,0
69,154,22.7416176434,2,1
64,123,21.1127097656,2,1
67,119,18.6378653598,2,1
66,112,18.0771085399,1,0
72,132,17.9022555556,1,0
68,150,22.8072145329,2,0
71,147,20.5021521127,2,1
61,112,21.1620222521,2,1
73,176,23.2201896041,2,0
71,194,27.0572619718,3,0
67,121,18.9511067944,2,0
72,198,26.8533833333,3,0
67,123,19.264348229,2,0
73,187,24.6714514543,2,0
71,161,22.4547380282,2,1
70,163,23.3878520816,2,1
63,119,21.0797121693,2,1
71,158,22.0363267606,2,0
74,196,25.1646819576,3,1
72,191,25.9040212963,3,0
63,119,21.0797121693,2,1
70,165,23.6748195918,2,1
68,128,19.4621564014,2,0
70,125,17.9354693878,1,1
63,143,25.3310826909,3,1
71,187,26.0809690141,3,0
67,119,18.6378653598,2,1
71,152,21.1995042254,2,0
62,121,22.1309881374,2,1
66,139,22.4349829201,2,0
65,110,18.3047914793,1,1
72,178,24.1409203704,2,0
65,128,21.3001209941,2,1
64,106,18.1946929687,1,1
68,152,23.1113107266,2,0
68,121,18.3978197232,1,0
72,176,23.8696740741,2,0
62,114,20.8506830385,2,1
72,185,25.0902824074,3,0
68,147,22.3510702422,2,0
60,110,21.4827066667,2,0
66,139,22.4349829201,2,1
64,99,16.9931566406,1,1
60,99,19.334436,2,0
66,110,17.7543030303,1,1
64,119,20.4261175781,2,1
64,132,22.6575421875,2,0
65,139,23.130600142,2,1
68,156,23.7195031142,2,1
75,220,27.4978645333,3,1
70,121,17.3615343673,1,1
66,165,26.6314545455,3,1
64,123,21.1127097656,2,0
74,187,24.0091608473,2,0
73,167,22.0327935448,2,0
70,132,18.9398556735,2,1
69,183,27.0241300567,3,1
68,143,21.7428778547,2,0
66,130,20.9823581267,2,1
69,106,15.653321235,1,0
67,165,25.842418356,3,0
72,202,27.3958759259,3,0
66,143,23.0805939394,2,1
70,154,22.0964982857,2,0
69,132,19.4928151229,2,1
69,194,28.648531317,3,1
68,264,40.1406975779,5,0
71,161,22.4547380282,2,0
68,187,28.4329941176,3,1
71,183,25.5230873239,3,0
67,132,20.6739346848,2,1
65,117,19.4696418462,2,1
63,132,23.3825378685,2,1
72,176,23.8696740741,2,1
71,154,21.4784450704,2,0
66,119,19.2069278237,2,0
70,205,29.4141697959,3,0
74,163,20.9277712199,2,1
75,231,28.87275776,3,0
71,154,21.4784450704,2,0
62,139,25.4232012487,3,0
71,158,22.0363267606,2,0
68,132,20.0703487889,2,0
71,176,24.5467943662,2,1
